activityID,startTime,sourceLocation,activeRegionNum,note,link,analysis_speed,analysis_type,analysis_latitude,analysis_longitude,analysis_halfAngle,analysis_isMostAccurate,analysis_note,kp_max_h72,label_storm,log_speed,is_fast_cme,abs_latitude,start_hour,start_dow,omni_w24_72_mean_Bmag,omni_w24_72_min_Bmag,omni_w24_72_max_Bmag,omni_w24_72_std_Bmag,omni_w24_72_mean_By_gsm,omni_w24_72_min_By_gsm,omni_w24_72_max_By_gsm,omni_w24_72_std_By_gsm,omni_w24_72_mean_Bz_gsm,omni_w24_72_min_Bz_gsm,omni_w24_72_max_Bz_gsm,omni_w24_72_std_Bz_gsm,omni_w24_72_mean_V,omni_w24_72_min_V,omni_w24_72_max_V,omni_w24_72_std_V,omni_w24_72_mean_Np,omni_w24_72_min_Np,omni_w24_72_max_Np,omni_w24_72_std_Np,omni_w24_72_mean_T,omni_w24_72_min_T,omni_w24_72_max_T,omni_w24_72_std_T,omni_w24_72_mean_Pdyn,omni_w24_72_min_Pdyn,omni_w24_72_max_Pdyn,omni_w24_72_std_Pdyn,omni_w24_72_mean_Efield,omni_w24_72_min_Efield,omni_w24_72_max_Efield,omni_w24_72_std_Efield,omni_w24_72_mean_beta,omni_w24_72_min_beta,omni_w24_72_max_beta,omni_w24_72_std_beta,omni_w24_72_mean_MachA,omni_w24_72_min_MachA,omni_w24_72_max_MachA,omni_w24_72_std_MachA,omni_w24_72_mean_AE,omni_w24_72_min_AE,omni_w24_72_max_AE,omni_w24_72_std_AE,omni_w24_72_mean_SYM_H,omni_w24_72_min_SYM_H,omni_w24_72_max_SYM_H,omni_w24_72_std_SYM_H
2021-03-16T11:09:00-CME-001,2021-03-16 11:09:00+00:00,,,"Halo CME in southern part SOHO LASCO imagery, 3-part structure CME in STEREO A COR2.  Backsided event; no source region detected in available EUVI imagery.  This CME has a very complex structure that may possibly be the result of multiple events from the same source region.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16611/-1,514.0,C,-10.0,165.0,31.0,1.0,,2.667,0,6.244166900663736,0,10.0,11,1,4.038437500000001,0.99,7.17,1.3578277393339926,0.25463541666666667,-3.27,5.03,2.147288957518059,-0.572482638888889,-4.92,3.79,2.3668272208694474,329.32961460446245,307.3,360.1,10.390911892268656,9.251683569979717,4.39,16.05,2.6643218191231735,33527.23732251521,5121.0,71593.0,7970.43351368109,2.022718052738336,1.0,3.67,0.6410462382169564,0.12547131147540988,-1.26,1.67,0.7896259900072954,7.072848360655738,0.93,96.72,11.213446529741253,165.06649305555555,6.0,999.9,354.6070908201408,100.21527777777777,11.0,718.0,114.39851234915871,-4.309027777777778,-17.0,2.0,4.466113354946154
2021-03-17T20:36:00-CME-001,2021-03-17 20:36:00+00:00,,,"Source is uncertain, but an emerging active region seen in STA EUVI 195 near N20E60 from STA's point of view (roughly N20E115 in HEEQ) shows evidence of activity that may be the source of this CME. The CME is first seen along the NE streamer in SOHO/LASCO C2 with no defining front.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16620/-1,185.0,S,23.0,-115.0,12.0,1.0,,5.667,1,5.225746673713202,0,23.0,20,2,6.832829861111112,2.55,22.07,5.365213520805163,-2.9704513888888884,-19.34,4.37,4.726561669217354,-0.8599305555555554,-16.23,17.83,5.2560199938482945,402.05653923541246,299.6,664.4,125.02447616501735,13.269979879275654,1.52,58.44,11.256557284131913,122110.28370221327,5121.0,856534.0,160253.77644919124,3.6784909456740444,1.14,18.37,2.9596613162760494,0.30315151515151517,-7.1,7.12,2.2123678451138415,3.6709292929292934,0.34,10.72,2.304358528381324,150.58385416666664,3.3,999.9,343.5838534331998,226.515625,23.0,1700.0,222.13697702412117,-10.338541666666666,-59.0,50.0,22.85183953417068
2021-03-18T02:00:00-CME-001,2021-03-18 02:00:00+00:00,N20E35,12808.0,The source appears to be from a filament eruption visible in SDO/AIA 304 beginning around 2021-03-18T00:45Z. This eruption is more easily seen post-eruption as wide-spread dimming in both SDO/AIA 193/171 and STEREO-A EUVI 195 starting around 2021-03-18T01:24Z. The dimming appears just to the west of AR2808 roughly around N20E50 to N20E20. Field line movement and rising loops along the limb are also visible prior to the start time of the CME. The CME is visible along the NE streamer in C2 starting around 2021-03-18T02:00Z but follows the path of the CME seen starting at 2021-03-17T20:36Z.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16624/-1,296.0,S,8.0,-34.0,16.0,1.0,,5.667,1,5.6937321388027,0,8.0,2,3,6.997660311958405,2.79,22.07,5.260415720769853,-2.9351646447140385,-19.34,4.37,4.768735305232089,-0.8962391681109185,-16.23,17.83,5.2709557568792835,434.9793774319066,299.6,666.8,138.41755023421698,12.51077821011673,1.26,58.44,11.542382524246165,134001.23540856031,5121.0,856534.0,155917.36944130107,3.6157976653696497,0.88,18.37,2.9296356139725,0.40947265625000007,-7.1,7.12,2.2208248035011833,3.2615625,0.34,10.72,2.360926869598834,122.5566724436742,3.3,999.9,312.62214155647024,279.34488734835355,23.0,1700.0,246.1768550541028,-14.21317157712305,-59.0,50.0,24.379039634009935
2021-03-18T05:09:00-CME-001,2021-03-18 05:09:00+00:00,S55E90,,The source is from a filament eruption on the SE limb as seen in SDO/AIA 304 and 171 starting at 2021-03-18T03:15Z with an approximate location of S55E85 to S55E95. Rising loops and field line movement are clearly seen in SDO/AIA 171. The CME is slightly faint in SOHO/LASCO C2 imagery as well as in STEREO-A COR2 imagery.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16622/-1,336.0,S,-38.0,-95.0,17.0,1.0,,5.667,1,5.820082930352362,0,38.0,5,3,7.032934027777778,2.79,22.07,5.246864728745995,-2.929392361111111,-19.34,4.37,4.7779876283439995,-0.699045138888889,-16.23,17.83,5.254417614749012,452.3285440613027,299.6,666.8,140.35921816515608,11.89272030651341,1.2,58.44,11.78662848276542,137987.60727969347,12028.0,856534.0,153119.7892444517,3.522605363984675,0.84,18.37,2.9611241188655955,0.3638963531669866,-7.1,7.12,2.2184234646973753,3.031957773512476,0.34,10.72,2.407029055382765,105.31579861111112,3.3,999.9,290.6816078269764,284.61805555555554,23.0,1700.0,246.81330091251212,-15.89236111111111,-59.0,50.0,24.64037613535599
2021-03-20T00:48:00-CME-001,2021-03-20 00:48:00+00:00,,,"Source is the large filament eruption seen faintly in 171, starting around 03-19T22:00Z, extending from the SE limb to just south of center. The CME can be seen as a partial halo in the NE of C2, though most of the material goes straight east. Also seen in the NE of C3 and the west of Cor2A.  Due to STA's position, the longitude must be between 0 and -55, but matching the C3 and Cor2A frames well is difficult and the source is wide.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16634/-1,422.0,S,6.0,-20.0,35.0,1.0,,5.667,1,6.0473721790462776,0,6.0,0,5,4.1312398373983745,1.81,7.14,1.333794592749856,-0.9628455284552846,-6.26,3.55,1.886821334545554,-0.35300813008130083,-6.7,5.8,2.278284258501456,613.6430288461538,537.1,687.7,39.815338166667516,2.353125,1.2,6.17,1.0180877832362984,154822.71634615384,69963.0,411778.0,50303.29598551251,1.7713942307692307,0.8,4.93,0.7975976419400038,0.2044096385542169,-3.6,4.37,1.455409709517461,1.9057831325301207,0.5,9.85,1.217847123254435,288.05572916666665,6.8,999.9,443.38694726153005,234.75520833333334,20.0,1677.0,257.667705920362,-23.45138888888889,-46.0,-7.0,9.169378281595087
2021-03-20T09:12:00-CME-001,2021-03-20 09:12:00+00:00,,,"Source is likely the small filament eruption visible in AIA 193/171 beginning around 06:30Z from N25E50, also visible showing rising material in AIA 304, and around N30W15 in STA EUVI 195.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16640/-1,205.0,S,13.0,-40.0,19.0,1.0,,4.667,0,5.327876168789581,0,13.0,9,5,3.9262321792260693,1.81,7.14,1.3672884322216379,-1.1954989816700612,-6.26,3.55,1.8867736407380435,-0.5882077393075357,-6.7,5.8,2.1832316070731945,598.922463768116,503.4,687.7,55.16209055601099,2.572874396135266,1.3,6.17,0.9506121590729273,150439.07487922706,67519.0,411778.0,54005.71275915936,1.833888888888889,0.8,4.93,0.7500628619209626,0.31929782082324454,-3.6,4.37,1.3862881758350758,2.228983050847458,0.71,9.85,1.1437356203267657,292.1645833333333,7.0,999.9,444.62794710839574,245.09027777777777,20.0,1677.0,252.66668489430575,-21.911458333333332,-46.0,-7.0,8.60923321117363
2021-03-21T23:24:00-CME-001,2021-03-21 23:24:00+00:00,,,A clear three-part CME seen starting at 2021-03-21T23:24Z to the NW of C2. It is a slow CME associated with a filament eruption starting around 2021-03-21T18:00Z.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16645/-1,281.0,S,10.0,24.0,30.0,1.0,,3.333,0,5.641907070938114,0,10.0,23,6,3.6364869565217393,1.06,8.48,1.3404604683545025,-0.0077913043478260195,-4.01,6.72,2.185190985566856,-1.539095652173913,-7.77,2.49,1.6262654629758493,455.55474452554745,368.5,547.2,50.973914855910884,5.038868613138686,1.3,14.66,2.904529843274935,47883.57116788321,11186.0,158838.0,36281.32779361256,1.9164598540145985,0.46,4.28,0.7636183698757237,0.7205484460694698,-1.24,3.23,0.716839543679345,4.517385740402194,0.29,47.94,6.365774482035973,64.93315972222223,4.7,999.9,215.43578451855964,243.10590277777777,11.0,701.0,155.78902300027252,-16.635416666666668,-29.0,1.0,5.542674955265031
2021-03-22T03:12:00-CME-001,2021-03-22 03:12:00+00:00,,,"The source of this CME is a long filament eruption located in the SE quadrant of the Earth-facing disk seen in SDO/AIA 304 and STEREO-A EUVI 304 starting at 2021-03-21T22:00Z is also  seen as a post-eruption widespread dimming/EUV wave in STEREO-A EUVI 195 starting around 2021-03-22T00:35Z.
The CME first appears after a data gap in SOHO/LASCO C2 imagery to the SE of SOHO LASCO C2. It is a clear three-part CME.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16643/-1,406.0,S,-23.0,-43.0,20.0,1.0,,5.0,1,6.008813185442595,0,23.0,3,0,3.7672347826086954,1.06,8.48,1.4952384153673186,0.09820869565217386,-4.01,6.72,2.3417001088790994,-1.5685739130434784,-7.77,2.49,1.6928919586516138,447.61107078039925,368.5,527.6,45.878696732982185,5.568457350272233,1.3,14.66,3.049921122644256,42143.68784029038,11186.0,121556.0,28657.806070614675,2.074791288566243,0.46,4.59,0.8706064713439072,0.7198181818181818,-1.24,3.23,0.736552141977226,4.685945454545455,0.29,47.94,6.398692744099254,59.993402777777774,4.7,999.9,204.5273763211419,287.9739583333333,11.0,1275.0,196.951958544741,-17.92361111111111,-35.0,1.0,6.65684678974203
2021-03-23T02:36:00-CME-001,2021-03-23 02:36:00+00:00,S50E50,,"May be associated with a filament eruption near S50E50, faintly visible in SDO/AIA 304 around 2021-03-23T01:30Z and STEREO A EUVI 304 between 2021-03-22T20:15Z and 2021-03-23T02:15Z.  This source might be consistent with not being able to see the CME in STEREO A COR2 and the SE trajectory in SOHO LASCO/C2.  The front of the CME is nearly invisible in direct coronagraph imagery, and is faint even in difference imagery.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16650/-1,193.0,S,-27.0,,15.0,1.0,,5.0,1,5.267858159063328,0,27.0,2,1,4.542051282051282,1.06,8.48,1.6715264144328403,1.428864468864469,-5.24,6.72,2.2473884298280713,-1.0343589743589743,-7.77,5.5,2.561120557197581,414.43224568138197,368.5,478.9,24.01337032692152,7.6847984644913625,1.3,14.66,2.6736494801818584,59438.485604606525,11186.0,182322.0,46479.91539271452,2.6100959692898273,0.46,4.59,0.8886532492011757,0.44127167630057806,-2.24,3.23,1.0516085125959385,5.184585741811175,0.29,47.94,6.506514904033154,112.55781250000001,4.7,999.9,294.1919766756968,279.08680555555554,11.0,1275.0,228.35104728931913,-17.35763888888889,-35.0,1.0,7.077733863842052
2021-03-23T16:00:00-CME-001,2021-03-23 16:00:00+00:00,N22W50,,May be associated with a small eruption near N22W50 (just NW of AR 2810) faintly visible in SDO AIA 171 and 193 beginning 2021-03-23T12:55Z.  Material liftoff faintly visible in SDO AIA 193 beginning at the same time.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16653/-1,237.0,S,9.0,46.0,21.0,1.0,,5.0,1,5.472270673671475,0,9.0,16,1,4.779798903107862,1.7,8.48,1.3796020396163544,0.9961060329067641,-5.24,6.72,2.281272699508949,-1.362979890310786,-7.77,5.5,2.600448295896722,417.2143953934741,368.5,478.9,22.740243189883145,6.907332053742802,2.27,14.66,2.9133820541403668,69103.45681381958,11186.0,182322.0,41059.47787380215,2.370191938579654,0.74,4.59,0.9408025128314575,0.5736943907156672,-2.24,3.23,1.0698144633097089,3.287640232108317,0.45,19.78,3.1075193391354645,114.92357019064124,5.7,999.9,301.5226329182445,311.35355285961873,11.0,1275.0,228.07084047711734,-20.37261698440208,-35.0,1.0,8.365656390439451
2021-03-25T04:36:00-CME-001,2021-03-25 04:36:00+00:00,S65E55,,"Faint CME visible in the SE quadrant of SOHO LASCO C2 starting at 2021-03-25T04:36Z and the SW quadrant of STEREO-A COR2 starting at 2021-03-25T05:38Z. It is later visible in SOHO LASCO C3 around 2021-03-25T06:42Z. The source appears to be from field line movement seen in SDO/AIA 193/171 and STEREO-A EUVI 195 around the S60E50 to S70E60 region on the Earth-facing disk. From STEREO-A's point of view, the source is close to a slight northern extension of the southern coronal hole, likely causing a deflection of the CME and possibly increasing its speed. The field line movement seen in both SDO/AIA wavelengths and STEREO-A EUVI 195 begins around 2021-03-25T01:05Z and continues through 2021-03-25T03:00Z. Opening field lines are visible in the SE quadrant of the Earth-facing disk through SDO/AIA 171 prior to seeing the CME in C2 imagery.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16660/-1,378.0,S,-24.0,-32.0,10.0,1.0,,4.0,0,5.937536205082426,0,24.0,4,3,5.286121739130435,2.31,8.46,0.9538851006172515,-1.3719478260869564,-6.95,5.11,2.184118096199802,-0.7526260869565217,-6.94,4.78,2.3316125170693036,387.5996247654784,333.5,452.0,26.124122108824253,4.937898686679174,2.27,21.75,3.3315085818043717,37366.7392120075,7989.0,164853.0,32843.96262415579,1.5154596622889307,0.54,7.24,1.138360801345035,0.3286817325800377,-1.91,2.85,0.9183829615439567,1.4433709981167608,0.47,22.74,1.8797357599258,85.70972222222223,4.9,999.9,266.15270420209805,191.04861111111111,25.0,709.0,169.9948152747407,-17.208333333333332,-36.0,13.0,9.416205740931725
2021-03-26T01:38:00-CME-001,2021-03-26 01:38:00+00:00,,,"CME is back-sided, so the source is unclear. Expected longitude between -138 and -145.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16668/-1,164.0,S,-5.0,-140.0,20.0,1.0,,4.0,0,5.10594547390058,0,5.0,1,4,4.446498257839721,1.08,8.46,1.7530288678939199,-2.0631881533101044,-6.95,5.11,1.6957676695197887,0.14911149825783973,-6.94,4.78,1.8214123472700108,377.2254302103251,333.5,445.0,24.552132530861897,5.18621414913958,2.33,21.75,3.271755396248044,41619.33652007648,8860.0,164853.0,32826.11922512276,1.530841300191205,0.54,7.24,1.1475150888820922,-0.01594230769230769,-1.91,2.85,0.7110549290007159,3.0812307692307694,0.49,37.11,3.5772477635928683,107.22829861111111,4.9,999.9,292.9948217472732,87.50694444444444,14.0,505.0,97.66775074254565,-9.75,-36.0,13.0,5.214829282387338
2021-03-26T10:38:00-CME-001,2021-03-26 10:38:00+00:00,,,"Back-sided partial halo CME that overlaps with the 2021-03-26T01:38Z CME.  Due to its longitude being around 165-175, the exact source is unclear.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16666/-1,231.0,S,-9.0,168.0,27.5,1.0,,4.0,0,5.44673737166631,0,9.0,10,4,3.8224695652173915,1.08,8.46,1.5637870939359617,-1.9436173913043477,-6.95,5.11,1.5125791827356903,-0.2310260869565217,-6.94,4.78,1.8880931694995284,372.07183908045977,328.8,445.0,28.062911536358385,5.3021072796934865,2.33,21.75,3.2528148970967576,41158.00383141763,8860.0,164853.0,33146.68857370649,1.5226245210727969,0.54,7.24,1.1460679942836387,0.12477842003853563,-1.91,2.85,0.7193126529635747,3.6483815028901736,0.49,37.11,3.380784884659743,110.19166666666666,4.9,999.9,294.89217544534625,93.37847222222223,14.0,505.0,97.6422528240453,-8.760416666666666,-36.0,13.0,5.239562624213548
2021-03-30T17:38:00-CME-001,2021-03-30 17:38:00+00:00,,,"May be associated with a long-duration filament eruption observed near the northern pole of the Earth-facing disk in SDO/AIA 304 starting around 2021-03-30T08:49Z with final liftoff around 2021-03-30T17:22Z.  The southeast end in SDO (near N30E25) seems to be where the main motion/liftoff/eruption occurs, but the filament seems to extend as far northwest as N50W15.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16676/-1,369.0,S,0.0,-26.0,11.0,1.0,,3.0,0,5.91350300563827,0,0.0,17,1,4.932713043478261,2.33,9.0,1.231103829656575,-2.3664521739130437,-8.15,3.63,2.2338685346996945,-0.7785043478260869,-7.19,5.22,2.3487551240156543,379.9515315315315,345.8,420.7,16.377177384880845,6.92845045045045,4.23,11.06,1.7225749986352468,64492.362162162164,35347.0,111677.0,17588.838918919162,2.009369369369369,1.19,3.46,0.5459249185734446,0.3062702702702703,-2.02,2.81,0.9043061941177595,2.7487207207207205,0.8,16.57,1.8059331603524926,46.664756944444434,6.3,999.9,185.44359090362923,149.46354166666666,21.0,1084.0,155.48649701541052,-7.756944444444445,-27.0,3.0,6.888241317009591
2021-04-05T00:53:00-CME-001,2021-04-05 00:53:00+00:00,,,"The CME start time is not very clear since the CME emergence from the occulting disk was obscured by a visible streamer to the NE in STEREO A COR2. The CME half width and latitude were determine to be around 6 deg. and 18 deg., respectively. The CME appears to emerge from the streamer with possible longitudes between -60 to -110 deg.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16689/-1,276.0,S,18.0,,6.0,1.0,,4.333,0,5.6240175061873385,0,18.0,0,0,5.966948228882833,2.52,9.04,1.6199073055328386,1.8031607629427793,-4.19,8.13,3.449657540762879,2.671907356948229,-5.1,7.38,3.085789290368151,325.623768115942,301.2,496.0,34.04896836426718,9.244782608695651,3.22,12.91,2.2125129058466806,51678.71304347826,16476.0,223647.0,30693.815464989286,1.9219420289855071,0.64,2.61,0.38344433997224786,-0.9029651162790698,-2.39,1.68,1.0079497605105914,2.739941860465116,0.56,17.21,2.4710855812998798,408.07361111111106,4.5,999.9,486.03203344305734,143.74479166666666,16.0,1113.0,213.84420229414152,1.0607638888888888,-27.0,15.0,10.24922704266177
2021-04-06T19:00:00-CME-001,2021-04-06 19:00:00+00:00,,,A faint CME was detected in NE of COR2A after 19:00Z. The exact CME start time is not clear because it is obscured by the bright streamer in the region. The source appears to be an eruption just of the limb around the NE of STA EUVI 195. The eruption is seen around 17:05Z.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16693/-1,262.0,S,1.0,-150.0,21.0,1.0,,4.333,0,5.572154032177765,0,1.0,19,1,3.0877922077922078,0.84,6.55,1.0302065581084736,0.3056771799628941,-3.77,5.39,1.8163849333300501,0.7152690166975881,-2.56,3.88,1.511289756221142,426.82915766738654,364.7,496.0,33.823001885194884,3.625723542116631,1.93,5.71,0.8947151441826532,67830.32397408207,28742.0,223647.0,28228.201788848928,1.3060907127429806,0.55,2.49,0.3112624061908205,-0.2725869565217391,-1.76,0.97,0.6231526115015262,4.173,0.93,84.0,4.438760270518158,214.3844020797227,7.0,999.9,396.1803999738368,64.94974003466204,16.0,290.0,50.45109412635108,-7.927209705372617,-21.0,0.0,4.7185872381975935
2021-04-10T06:53:00-CME-001,2021-04-10 06:53:00+00:00,,,"There is no clear source for the eruption found. Based on SWPC_CAT measurements, the eruption behind the rim in SDO/AIA 171 is believed not to be the source.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16704/-1,239.0,S,-4.0,19.0,28.0,1.0,,2.333,0,5.480638923341991,0,4.0,6,5,4.376701570680628,2.24,6.86,1.0526602765782702,-1.924153577661431,-6.44,3.5,1.926227137473643,-0.26308900523560214,-5.18,4.61,1.8239553095225935,358.9910071942446,332.6,381.7,11.182223096238465,7.235521582733813,3.24,9.19,0.9183484831939046,63549.77877697842,23625.0,103755.0,15477.031195585218,1.8778417266187049,0.76,2.65,0.3236082821456796,0.09973021582733813,-1.66,1.88,0.6489521985427575,3.683453237410072,0.48,12.38,1.9669852264078613,46.14253472222222,4.7,999.9,180.92166730719146,95.19618055555556,13.0,570.0,84.0601102675319,-0.14583333333333334,-10.0,12.0,5.697488177063448
2021-04-11T20:00:00-CME-001,2021-04-11 20:00:00+00:00,S25E95,,"Visible on eastern limb of SOHO LASCO/C2 and in the east of STEREO A COR2.  May be associated with rising field lines in SW limb of GOES SUVI 171/304 beginning 2021-04-11T15:30Z, also visible in STEREO A EUVI 195/304 (near S25E40 in STEREO A field of view) beginning 2021-04-11T14:15Z.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16708/-1,298.0,S,6.0,-110.0,19.0,1.0,,2.0,0,5.700443573390687,0,6.0,20,6,4.433206239168111,1.81,7.51,1.0096829027230252,0.27616984402079725,-5.75,6.19,2.9072032798712972,0.56630849220104,-4.43,5.83,2.1717737230520404,374.17663716814155,335.8,452.9,25.47073182776271,6.997911504424779,2.03,16.88,2.144923760666376,59569.93628318584,16124.0,171497.0,29265.24247659054,1.9444955752212387,0.5,4.32,0.552166098581667,-0.21654255319148935,-1.99,1.65,0.8090189290874782,3.4779078014184397,0.25,40.42,2.945036674266726,34.05615251299827,3.4,999.9,146.6875616030355,84.13344887348353,13.0,522.0,83.72953822246697,2.7920277296360485,-8.0,15.0,4.92104794456573
2021-04-12T10:53:00-CME-001,2021-04-12 10:53:00+00:00,S25E95,,"May be associated with second filament eruption near S25E95, visible in STEREO A EUVI 195 beginning around 2021-04-12T08:45Z and in EUVI 304 beginning 2021-04-12T08:15Z.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16710/-1,447.0,S,-10.0,-110.0,25.0,1.0,,4.667,0,6.104793232414985,0,10.0,10,0,4.981128472222222,0.25,10.18,1.779771738686796,0.9285243055555554,-5.75,6.19,2.724326829969667,1.1330902777777778,-7.69,8.62,3.2536438171797704,383.13670212765953,335.8,452.9,26.70746270803992,8.19549645390071,2.03,21.03,3.441661049827876,52271.647163120564,6295.0,171497.0,34171.66462721724,2.4093085106382977,0.5,6.07,1.0289780359357568,-0.4217730496453901,-3.27,3.05,1.2562775891966114,4.338561278863233,0.25,67.52,6.958483192378009,33.829861111111114,3.4,999.9,141.71043151434094,106.13715277777777,14.0,831.0,126.75102841004659,3.6909722222222223,-32.0,24.0,8.227768135966667
2021-04-12T12:09:00-CME-001,2021-04-12 12:09:00+00:00,,,Faint and narrow CME with no clear source region. Potential sources include two very minor eruptions located in the NE quadrant of the Earth-facing disk around N35E15 at 2021-04-12T11:06Z. The CME is not visible in LASCO C2/C3.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16717/-1,341.0,S,12.0,,9.0,1.0,,4.667,0,5.834810737062605,0,12.0,12,0,5.140659722222222,0.25,10.34,1.958499261279732,0.8947916666666667,-5.75,6.19,2.7504170690677885,1.4245659722222221,-7.69,8.87,3.4078781510164715,383.9008865248227,335.8,452.9,26.169595859336923,8.299556737588652,2.03,21.03,3.438698569686477,51533.21985815603,6172.0,171497.0,34768.196333298794,2.445833333333333,0.5,6.07,1.0209228792684155,-0.5325886524822695,-3.34,3.05,1.3176346342498666,4.2858969804618114,0.25,67.52,6.979321019008041,33.70677083333333,3.4,999.9,141.73261604402705,96.92013888888889,14.0,831.0,117.65849480586053,3.8350694444444446,-32.0,24.0,8.122257186320379
2021-04-13T00:53:00-CME-001,2021-04-13 00:53:00+00:00,,,"Faint and narrow CME seen to the East in STEREO-A COR2, LASCO C2 and C3. No definitive source has been found for this CME. This CME appears to emerge from the bright streamer seen in STEREO-A COR2. It is possible the source is mixed in the same area as the sources for the CMEs to the East throughout the day.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16719/-1,295.0,S,-7.0,-134.0,13.0,1.0,,4.667,0,5.69035945432406,0,7.0,0,1,5.545572916666667,0.25,10.51,2.2079281904058194,0.011232638888888738,-8.61,5.2,2.889321222438707,1.9741319444444443,-7.69,8.87,3.554345532323246,383.4896980461812,330.6,452.9,27.30520611680335,8.986216696269981,2.52,21.66,3.6321633189847167,51978.77975133215,6172.0,171497.0,34874.84354414479,2.6160746003552395,0.67,6.32,1.0348027543635256,-0.7363055062166962,-3.34,3.05,1.3698793009626489,4.0382384341637,0.41,67.52,6.7693618390712205,35.0390625,3.9,999.9,147.37846623888666,84.71354166666667,14.0,831.0,115.61518527694908,5.083333333333333,-32.0,24.0,7.739239842086129
2021-04-13T11:53:00-CME-001,2021-04-13 11:53:00+00:00,,,"First observed emerging from streamer in STEREO A COR2 at 2021-04-13T11:53Z. Observed faint partial halo in SOHO LASCO/C2 at 2021-04-13T20:00Z, later developing into a measureable halo in SOHO LASCO/C2.  No definitive source identified, as this is a backsided event.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16723/-1,323.0,S,2.0,179.0,21.0,1.0,,4.667,0,5.780743515792329,0,2.0,11,1,5.8781944444444445,0.25,10.51,2.156383740708355,-0.8880729166666668,-8.61,4.86,2.9287282628708855,1.3114583333333334,-7.69,8.87,3.837439235630028,392.32927689594356,330.6,458.3,30.544904175362195,9.271216931216932,1.17,23.86,4.048167146899587,42007.71604938272,6172.0,122069.0,24708.676775980966,2.783015873015873,0.41,7.07,1.1129804456553523,-0.4822398589065256,-3.34,3.05,1.4933741109436256,3.7596466431095408,0.15,67.52,6.817469859229253,27.969270833333333,3.1,999.9,123.38368317759166,116.05902777777777,14.0,831.0,133.59041617383795,2.8940972222222223,-32.0,24.0,9.894630622575786
2021-04-16T10:23:00-CME-001,2021-04-16 10:23:00+00:00,S15E135,,"May be associated with opening field lines and eruption associated with unnumbered active region near eastern limb in STEREO A (near HEEQ coordinates S15E135), visible in STEREO A EUVI 195 beginning 2021-04-16T04:45Z, or possibly associated with a potential filament eruption over the eastern limb in STEREO A COR2, visible in STEREO A EUVI 304 between 2021-04-16T08:15Z and 10:15Z.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/16731/-1,324.0,S,3.0,-134.0,10.0,1.0,,5.0,1,5.783825182329737,0,3.0,10,4,4.917552083333334,1.66,7.96,1.2685995726625279,-1.4414409722222221,-6.64,6.09,2.2627072127306924,-1.1977083333333334,-5.24,5.73,2.2491290656206115,598.2168761220827,510.8,677.3,39.11982332470239,3.8560682226211846,1.59,8.68,1.5451022343378213,187389.43626570917,83722.0,357860.0,53177.215741279564,2.698456014362657,1.06,5.54,0.8807955765705214,0.7084739676840216,-3.12,3.23,1.3526216335079182,2.3088150807899464,0.75,11.7,1.2034688178791335,44.79913194444445,7.0,999.9,176.42013257088834,449.24305555555554,78.0,1260.0,204.52225824697263,-25.116319444444443,-41.0,-10.0,6.201087297864224
